[猎户] --> [Thợ săn] <<>> [猎户] --> [Liệp Hộ] | **3. 猎户 (Liệp Hộ)** (nam, tuổi trung niên, là những người săn bắn, có thể là người dân thường)
[四海皆准] --> [Tứ hải đều chuẩn] <<>> [四海皆准] --> [Tứ Hải Giai Chuẩn] | **89. 四海皆准 (Tứ Hải Cai Chuẩn)** là sát chiêu, là sát chiêu của luyện đạo.

[退一步海阔天空] --> [Lui một bước trời cao biển rộng] <<>> [退一步海阔天空] --> [Thối Nhất Bộ Hải Khoát Thiên Không] | **90. 退一步海阔天空 (Thối Nhất Bộ Hải Khoát Thiên Không)** là sát chiêu, là sát chiêu của luyện đạo.

[悟空天坑] --> [Hố Ngộ Không Thiên] <<>> [悟空天坑] --> [Ngộ Không Thiên Khanh] | **91.  悟空天坑 (Ngộ Không Thiên Khố)** là địa điểm, là nơi mà Vũ Bi phát hiện ra 乾清一气 (Canh Thanh Nhất Khí).

[毒瘟瀑布] --> [Thác nước độc ôn] <<>> [毒瘟瀑布] --> [Độc Ôn Bộc Bố] | **92.  毒瘟瀑布 (Độc Ôn Bộc Bộ)** là địa điểm, là nơi tranh chấp giữa gia tộc Vũ và gia tộc Dương.

[诈尸山] --> [Núi Xác Chết Giả] <<>> [诈尸山] --> [Trá Thi Sơn] | **93.  诈尸山 (Giả Thi Sơn)** là địa điểm, là nơi tranh chấp giữa gia tộc Vũ và gia tộc Dương.

[义天山梦境] --> [Mộng cảnh núi Nghĩa Thiên] <<>> [义天山梦境] --> [Nghĩa Thiên Sơn Mộng Cảnh] | **94.  义天山梦境 (Nghĩa Thiên Sơn Mộng Cảnh)** là địa điểm, là nơi mà gia tộc Vũ và gia tộc Trì từng hợp tác.

[年华池] --> [Ao Niên Hoa] <<>> [年华池] --> [Niên Hoa Trì] | **104.  年华池 (Niên Hoa Trì)** là cổ tiên, là cổ tiên cấp bậc bát chuyển, thuộc về chu đạo.

[悔] --> [Hối hận] <<>> [悔] --> [Hối] | **105.  悔 (Hối)** là cổ tiên, là cổ tiên cấp bậc bát chuyển, thuộc về luyện đạo.

[煮运锅] --> [Nấu nồi vận chuyển] <<>> [煮运锅] --> [煮 Vận Oa] | **107.  煮运锅 (Chử Vận Quá)** là cổ tiên, là cổ tiên của vận đạo.

[贡献榜] --> [Bảng cống hiến] <<>> [贡献榜] --> [Cống Hiến Bảng] | **108.  贡献榜 (Cống Hiến Bảng)** là bảng xếp hạng, là bảng xếp hạng cống hiến của Liên minh dị tộc.

[任务榜] --> [Bảng nhiệm vụ] <<>> [任务榜] --> [Nhâm Vụ Bảng] | **109.  任务榜 (Nhiệm Vụ Bảng)** là bảng xếp hạng, là bảng xếp hạng nhiệm vụ của Chính Khí Liên Minh.

[正气盟] --> [Chính Khí minh] <<>> [正气盟] --> [Chánh Khí Minh] | **110.  正气盟 (Chính Khí Liên Minh)** là liên minh, là liên minh của các thế lực chính đạo ở Đông Hải.

[菇人乐土] --> [cõi yên vui người cô] <<>> [菇人乐土] --> [Cô Nhân Nhạc Thổ] | **116.  菇人乐土 (Cô Nhân Lạc Thổ)** là địa điểm, là nơi mà Vũ Dung muốn tiêu diệt.

[异种道痕] --> [Đạo ngân dị chủng] <<>> [异种道痕] --> [Dị Chủng Đạo Ngân], [種] --> [Hạt giống] <<>>  [種] --> [Chủng] | **128.  异种道痕 (Dị T種 Đạo Hằn)** là năng lượng, là năng lượng của các loại đạo khác nhau.

[资源点] --> [Điểm tài nguyên] <<>> [资源点] --> [Tư Nguyên Điểm] | **137.  资源点 (Tài Nguyên Điểm)** là địa điểm, là địa điểm có tài nguyên.

[宙道分身] --> [Phân thân Trụ đạo] <<>> [宙道分身] --> [Trụ Đạo Phân Thân] | **2. 宙道分身 (Chân Thể Phân Thân)** là nam, tuổi không được đề cập, là phân thân của Phương Nguyên, có thực lực mạnh mẽ, đang phụ trách việc luyện chế Tiên Cổ.

[气海分身] --> [Phân thân khí hải] <<>> [气海分身] --> [Khí Hải Phân Thân] | **3. 气海分身 (Khí Hải Phân Thân)** là nam, tuổi không được đề cập, là phân thân của Phương Nguyên, có thực lực mạnh mẽ, là Á Tiên Tôn, đang nỗ lực xây dựng hệ thống chiến đấu.

 [梦道] --> [Mộng đạo] <<>>  [梦道] --> [Mộng Đạo], [梦道蛊仙] --> [Cổ tiên Mộng đạo] <<>>  [梦道蛊仙] --> [Mộng Đạo Cổ Tiên] | **4. 凤金煌 (Phượng Kim Hoàng)** là nữ, có thể tuổi trẻ, là con gái của凤九歌 (Phượng Cửu Ca), là một trong những nhân vật chính, đang tu luyện 梦道 (Mộng đạo), có tài năng võ công, tính cách mạnh mẽ, quyết đoán, đang cố gắng trở thành 梦道蛊仙 (Mộng đạo Cổ Tiên).

[诡心老人] --> [Quỷ Tâm lão nhân] <<>> [诡心老人] --> [Quỷ Tâm Lão Nhân], [漆面人] --> [Người mặt nạ] <<>>  [漆面人] --> [Tất Diện Nhân] | **21. 诡心老人 (Quỷ Tâm Lão Nhân)** là nam, là nhân vật lịch sử, là thủ lĩnh của 漆面人 (Thất Miện Nhân), là một trong những nhân vật mạnh nhất trong câu chuyện.

 [升天真传] --> [Thăng thiên chân truyền] <<>>  [升天真传] --> [Thăng Thiên Chân Truyện] | **22. 孔日天 (Khổng Nhật Thiên)** là nam, là một trong những nhân vật phản diện, có tài năng võ công, tính cách hung ác, tàn bạo, là người sở hữu升天真传 (Thăng Thiên Chân Truyền).

 [尊者] --> [Tôn giả] <<>>  [尊者] --> [Tôn Giả], [重生] --> [Trùng sinh] <<>>  [重生] --> [Trọng Sanh] | **36. 星宿仙尊 (Tinh Tú Tiên Tôn)** là nam, là một trong những nhân vật mạnh nhất trong câu chuyện, có thể là尊者 (Tôn Giả), có thể đã重生 (trùng sinh).

 [水道] --> [Thủy đạo] <<>>  [水道] --> [Thủy Đạo] | **45.  水尼 (Thủy Ni)** là nữ, là nhân vật lịch sử, là người sáng tạo ra水道 (Thủy đạo), là người sáng lập ra灵缘斋 (Linh Duyên Trai).

[可信鸿] --> [Có thể tin Hồng] <<>> [可信鸿] --> [Khả Tín Hồng] | **17. 可信鸿 (Khả Tín Hồng):** Là nam, tuổi không rõ, là nhân vật phụ, là Cổ Tiên của Lạc Thổ Tiên Giới, thuộc hạ của Phương Nguyên, có nhiệm vụ giao dịch với Vũ Dung.

[异族大联盟] --> [Đại liên minh dị tộc] <<>> [异族大联盟] --> [Dị Tộc Đại Liên Minh] | **11. 异族大联盟 (Dị Tộc Đại Liên Minh)** là một nhóm nhân vật phụ, là liên minh của các chủng tộc khác, có nhiều di sản được Phương Nguyên thu thập.

[黄钟族长] --> [Tộc trưởng Hoàng Chung] <<>> [黄钟族长] --> [Hoàng Chung Tộc Trường] | **22. 黄钟族长 (Hoàng Chung Tộc Trưởng)** là nam, tuổi trung niên, là nhân vật phụ, là một trong những nhân vật mạnh nhất trong câu chuyện, là Bát Chuyển Cổ Tiên, là tộc trưởng của Hoàng Chung bộ tộc.

[星尘族长] --> [Tinh Trần tộc trưởng] <<>> [星尘族长] --> [Tinh Trần Tộc Trường] | **23. 星尘族长 (Tinh Trần Tộc Trưởng)** là nam/nữ, là nhân vật phụ, là tộc trưởng của Tinh Trần bộ tộc.

[能力蛊] --> [Cổ năng lực] <<>> [能力蛊] --> [Năng Lực Cổ] | **53. 能力蛊 (Năng Lực Cổ)** là một con Cổ, có mối quan hệ với Đại Lực Chân Võ, được Phương Nguyên thu thập.

[谦虚蛊] --> [Cổ khiêm tốn] <<>> [谦虚蛊] --> [Khiêm Hư Cổ] | **54. 谦虚蛊 (Khiêm Tốn Cổ)** là một con Cổ, có mối quan hệ với Đại Lực Chân Võ.

[原谅蛊] --> [Tha thứ cổ] <<>> [原谅蛊] --> [Nguyên Lượng Cổ] | **55. 原谅蛊 (Nguyên Lượng Cổ)** là một con Cổ, có mối quan hệ với Đại Lực Chân Võ.

[天妒仙蛊] --> [Tiên cổ Thiên Đố] <<>> [天妒仙蛊] --> [Thiên Đố Tiên Cổ] | **56. 天妒仙蛊 (Thiên Tố Tiên Cổ)** là một con Cổ, có mối quan hệ với Đỗ Chí Hiểu, được Lý Tiểu Bạch thu thập.

[天怒仙蛊] --> [Tiên cổ Thiên Nộ] <<>> [天怒仙蛊] --> [Thiên Nộ Tiên Cổ] | **57. 天怒仙蛊 (Thiên Nộ Tiên Cổ)** là một con Cổ, được đề cập đến.

[天悲仙蛊] --> [Tiên cổ Thiên Bi] <<>> [天悲仙蛊] --> [Thiên Bi Tiên Cổ] | **58. 天悲仙蛊 (Thiên Bi Tiên Cổ)** là một con Cổ, được đề cập đến.

[诗壁仙蛊] --> [Tiên cổ Thi Bích] <<>> [诗壁仙蛊] --> [Thi Bích Tiên Cổ] | **60. 诗壁仙蛊 (Thơ Bích Tiên Cổ)** là một con Cổ, được sử dụng để trao đổi với Lý Tiểu Bạch.

[济文才] --> [Tế Văn Tài] <<>> [济文才] --> [Tể Văn Tài] | **61.  济文才 (Tế Văn Tài)** là một chiêu thức của Hoa Văn Tiên Khố, có khả năng giúp đỡ người tu luyện Nhân Đạo.

[偷道仙蛊] --> [Tiên cổ Thâu đạo] <<>> [偷道仙蛊] --> [Thâu Đạo Tiên Cổ] | **64.  偷道仙蛊 (Thâu Đạo Tiên Cổ)** là một con Cổ, được đề cập đến.

[乾坤晶壁] --> [Càn Khôn tinh bích] <<>> [乾坤晶壁] --> [Kiền Khôn Tinh Bích] | **74.  乾坤晶壁 (Càn Khôn Tinh Bích)** là một địa điểm, được đề cập đến.

[努力蛊] --> [Cổ Cố Lực] <<>> [努力蛊] --> [Nỗ Lực Cổ] | **75.  努力蛊 (Nỗ Lực Cổ)** là một con Cổ, được đề cập đến.

[权力蛊] --> [Cổ Quyền Lực] <<>> [权力蛊] --> [Quyền Lực Cổ] | **76.  权力蛊 (Quyền Lực Cổ)** là một con Cổ, được đề cập đến.

[五帝鳗的白丝筋] --> [Gân tơ trắng của Ngũ Đế Man] <<>> [五帝鳗的白丝筋] --> [Ngũ Đế Man Đích Bạch Ti Cân] | **80.  五帝鳗的白丝筋 (Ngũ Đế Man Bạch Tơ Cân)** là một vật phẩm, được đề cập đến.

[万生路] --> [Vạn Sinh lộ] <<>> [万生路] --> [Vạn Sanh Lộ] | **85.  万生路 (Vạn Sinh Lộ)** là một con đường, được đề cập đến.

[上等福地] --> [Phúc địa thượng đẳng] <<>> [上等福地] --> [Thượng Đẳng Phúc Địa] | **91.  上等福地 (Thượng Đẳng Phúc Địa)** là một loại Phúc Địa, được đề cập đến.

[房东西] --> [Đồ vật trong phòng] <<>> [房东西] --> [Phòng Đông Tây] | **34. 房东西 (Phòng Đông Tây):** Là nam, 5 chuyển, là nhân vật phụ, là Cổ Tiên của nhà Phòng, đang tham gia tranh giành Phúc Địa.

[羿家] --> [Cù gia] <<>> [羿家] --> [Nghệ Gia] | **37. 羿家 (Dịch Gia):** Là một gia tộc bí ẩn, là nhân vật phụ, có 3 Cổ Tiên, can thiệp vào tranh giành Phúc Địa.

[猪头地灵] --> [Địa linh đầu heo] <<>> [猪头地灵] --> [Trư Đầu Địa Linh] | **51. 猪头地灵 (Trư Đầu Địa Linh):** Là nhân vật phụ, là Địa Linh của Phúc Địa, có hình dạng đầu lợn, chọn chủ nhân dựa trên khả năng chịu đòn.

[汤烫] --> [Thang nóng] <<>> [汤烫] --> [Thang Năng] | **40. 汤烫 (Thang Thang)**

[柴干] --> [Sài khô] <<>> [柴干] --> [Sài Can] | **43. 柴干 (Trài Càn)**

[柴堆山] --> ["Củi Đôi sơn!"] <<>> [柴堆山] --> [Sài Đôi Sơn] | **45. 柴堆山 (Trài Đôi Sơn)**

[命运蛊] --> [Cổ Vận Mệnh] <<>> [命运蛊] --> [Mệnh Vận Cổ] | **60.  命运蛊 (Mệnh Vận Cổ)**

[永生蛊] --> [Vĩnh Sinh Cổ] <<>> [永生蛊] --> [Vĩnh Sanh Cổ] | **61.  永生蛊 (Vĩnh Sinh Cổ)**

[结石勇士] --> [Dũng sĩ Kết Thạch] <<>> [结石勇士] --> [Kết Thạch Dũng Sĩ] | **63.  结石勇士 (Kết Thạch Dũng Sĩ)**

[硬肝蛊] --> [Cổ gan cứng] <<>> [硬肝蛊] --> [Ngạnh Can Cổ] | **64.  硬肝蛊 (Cương Can Cổ)**

[肝命大阵] --> [Đại trận gan mệnh] <<>> [肝命大阵] --> [Can Mệnh Đại Trận] | **65.  肝命大阵 (Can Mệnh Đại Trận)**

[逆流河] --> [sông Nghịch Lưu] <<>> [逆流河] --> [Nghịch Lưu Hà] | **66.  逆流河 (Nghịch Lưu Hà)**

[炼海雏形] --> [Luyện hải sơ hình] <<>> [炼海雏形] --> [Luyện Hải Sồ Hình] | **70.  炼海雏形 (Luyện Hải Chu Hình)**

[人海雏形] --> [Nhân hải sơ hình] <<>> [人海雏形] --> [Nhân Hải Sồ Hình] | **71.  人海雏形 (Nhân Hải Chu Hình)**

[乾坤晶壁雏形] --> [Kiền Khôn Tinh Bích hình thức ban đầu] <<>> [乾坤晶壁雏形] --> [Kiền Khôn Tinh Bích Sồ Hình] | **72.  乾坤晶壁雏形 (Càn Khôn Tinh Bích Chu Hình)**

[灰白石板] --> [Đá phiến xám trắng] <<>> [灰白石板] --> [Hôi Bạch Thạch Bản] | **73.  灰白石板 (Hôi Bạch Thạch Bản)**

[火原洞天] --> [Hỏa Nguyên Động Thiên] <<>> [火原洞天] --> [Hỏa Nguyên Đỗng Thiên] | **81.  火原洞天 (Hỏa Nguyên Động Thiên)**

[两天洞天] --> [Hai ngày động thiên] <<>> [两天洞天] --> [Lưỡng Thiên Đỗng Thiên] | **83.  两天洞天 (Nhị Thiên Động Thiên)**

[东海汤家] --> [Thang gia Đông Hải] <<>> [东海汤家] --> [Đông Hải Thang Gia] | **85.  东海汤家 (Đông Hải Thang Gia)**

[鲲鹏图腾] --> [Nhai Tí Đồ Đằng] <<>> [鲲鹏图腾] --> [Côn Bằng Đồ Đằng] | **97.  鲲鹏图腾 (Khôn Bằng Đồ Tầm)**

[赤铜仙蚁蛊] --> [Cổ Xích Đồng Tiên Nghĩ] <<>> [赤铜仙蚁蛊] --> [Xích Đồng Tiên Nghĩ Cổ] | **100.  赤铜仙蚁蛊 (Xích Đồng Tiên Nghỉ Cổ)**

[白面仙蚁蛊] --> [Cổ tiên kiến mặt trắng] <<>> [白面仙蚁蛊] --> [Bạch Diện Tiên Nghĩ Cổ] | **101.  白面仙蚁蛊 (Bạch Diện Tiên Nghỉ Cổ)**

[井井有条] --> [Tỉnh Tỉnh trật tự] <<>> [井井有条] --> [Tỉnh Tỉnh Hữu Điều] | **105.  井井有条 (Tỉnh Tỉnh Hữu Tiêu)**

[贤才入瓮] --> [Hiền tài vào hũ] <<>> [贤才入瓮] --> [Hiền Tài Nhập 瓮] | **109.  贤才入瓮 (Hiền Tài Nhập Ổ)**

[天工人代] --> [Thiên công đại diện] <<>> [天工人代] --> [Thiên Công Nhân Đại] | **111.  天工人代 (Thiên Công Nhân Đại)**

[吞食天地] --> [Thôn phệ thiên địa] <<>> [吞食天地] --> [Thôn Thực Thiên Địa] | **116.  吞食天地 (Thôn Thực Thiên Địa)**

[兑换榜] --> [Bảng hối đoái] <<>> [兑换榜] --> [Đoái Hoán Bảng] | **138.  兑换榜 (Đổi Thưởng Bảng)**

[复合杀招] --> [Sát chiêu kết hợp] <<>> [复合杀招] --> [Phục Hợp Sát Chiêu] | **144.  复合杀招 (Phúc Hợp Sát Chiêu)**

[复合图腾杀招] --> [Sát chiêu Phục Hợp Đồ Đằng] <<>> [复合图腾杀招] --> [Phục Hợp Đồ Đằng Sát Chiêu] | **145.  复合图腾杀招 (Phúc Hợp Đồ Tầm Sát Chiêu)**

[正道] --> [Chính đạo] <<>> [正道] --> [Chánh Đạo] | **164.  正道 (Chính Đạo)**

[心火真传] --> [Tâm hỏa chân truyền] <<>> [心火真传] --> [Tâm Hỏa Chân Truyện] | **172.  心火真传 (Tâm Hỏa Chân Truyền)**

[地沟] --> [cống ngầm] <<>> [地沟] --> [Địa Câu] | **175.  地沟 (Địa Câu)**

[银柱气运] --> [Khí vận ngân trụ] <<>> [银柱气运] --> [Ngân Trụ Khí Vận] | **177.  银柱气运 (Ngân Trụ Khí Vận)**

[菇人] --> [Người Nấm] <<>> [菇人] --> [Cô Nhân] | **179.  菇人 (Cô Nhân)**

[菇人老婆婆] --> [Bà lão người nấm] <<>> [菇人老婆婆] --> [Cô Nhân Lão Bà Bà] | **4. 菇人老婆婆 (Cồ Nhân Lão Bà Bà)**

[土家寨寨主] --> [Trại chủ Thổ gia trại] <<>> [土家寨寨主] --> [Thổ Gia Trại Trại Chủ] | **8. 土家寨寨主 (Thổ Gia Trại Trại Chủ)**

[元莲意志] --> [Ý chí Nguyên Liên] <<>> [元莲意志] --> [Nguyên Liên Ý Chí] | **16. 元莲意志 (Nguyên Liên Ý Chí)**

[吴魈] --> [Ngô Dận] <<>> [吴魈] --> [Ngô Tiêu] | **17. 吴魈 (Ngô Tiêu)**

[石三百] --> [Thạch ba trăm] <<>> [石三百] --> [Thạch Tam Bách] | **4. 石三百 (Thạch Tam Bách)**

[盖槑] --> [Cái Quân] <<>> [盖槑] --> [Cái Mai] | **8. 盖槑 (Khai Mai)**

[林中老菌] --> [Lão Khuẩn trong rừng] <<>> [林中老菌] --> [Lâm Trung Lão Khuẩn] | **27. 林中老菌 (Lâm Trung Lão Khuẩn)**

[青蒿子] --> [Thanh Ngọc Tử] <<>> [青蒿子] --> [Thanh Hao Tử] | **29. 青蒿子 (Thanh Hao Tử)**

[骄傲蛊] --> [Cổ Kiêu Ngạo] <<>> [骄傲蛊] --> [Kiêu Ngạo Cổ] | **37. 骄傲蛊 (Kiêu Ngạo Cổ)**

[聂狂风] --> [Nhiếp Cuồng Phong] <<>> [聂狂风] --> [Niếp Cuồng Phong] | **11. 聂狂风 (Nhiếp Cuồng Phong)** là nam, tuổi tác không rõ, là một trong những nhân vật chính, là một trong những người tài giỏi được Dục Tú Tiên Tử phát hiện, có năng lực võ công cao cường, tính cách hung ác, tàn bạo.

[步天空] --> [Bộ Thiên] <<>> [步天空] --> [Bộ Thiên Không] | **13. 步天空 (Bộ Thiên Không)** là nam, tuổi tác không rõ, là một trong những nhân vật chính, là một trong những người tài giỏi được Dục Tú Tiên Tử phát hiện, có năng lực võ công cao cường, tính cách hung ác, tàn bạo.

[满新衣] --> [Đầy tân y] <<>> [满新衣] --> [Mãn Tân Y] | **28. 满新衣 (Mãn Tân Y)** là nam, tuổi không được đề cập, là một trong những nhân vật chính, tinh thông nhiều loại đạo.

[谎言蛊] --> [Cổ Hoang ngôn] <<>> [谎言蛊] --> [Hoang Ngôn Cổ] | **18. 谎言蛊 (Hoàng Ngôn Cổ)** là một loại cổ trùng, có khả năng nói dối.

[安魂湖] --> [Hồ An Hồn] <<>> [安魂湖] --> [An Hồn Hồ] | **62.  安魂湖 (An Hồn Hồ)** là một hồ nước đặc biệt, có thể dùng để an ủi linh hồn.

[事实浮冰] --> [Sự thật là phù băng] <<>> [事实浮冰] --> [Sự Thật Phù Băng] | **65.  事实浮冰 (Thực Tế Phù Băng)** là một loại băng đặc biệt, có thể dùng để cảm nhận thực tế.

[实践蛊] --> [Cổ Thực Tiễn] <<>> [实践蛊] --> [Thật Tiễn Cổ] | **66.  实践蛊 (Thực Hành Cổ)** là một loại cổ trùng, có thể dùng để thực hành.

[永生] --> [Vĩnh sinh] <<>> [永生] --> [Vĩnh Sanh] | **68.  永生 (Vĩnh Sinh)** là một khái niệm về sự sống vĩnh cửu, là mục tiêu của nhiều nhân vật trong câu chuyện.

[三相仙子] --> [Tam Tướng tiên tử] <<>> [三相仙子] --> [Tam Tương Tiên Tử] | **12. 三相仙子 (Tam Tương Tiên Tử)** bao gồm Phong Nhã, Du Tú, Phong Nha, là nữ, có mối quan hệ được Tinh Tú Tiên Tôn điều khiển, ảnh hưởng đến tâm lý của các dị loại Cổ Tiên.

[末代战兽王] --> [Chiến Thú Vương đời cuối cùng] <<>> [末代战兽王] --> [Mạt Đại Chiến Thú Vương] | **7. 末代战兽王 (Mạt Đại Chiến Thú Vương)** là nam, tuổi không được đề cập rõ, có thể là lão niên, là Thành chủ Tinh La Thành, là một vị Cổ Tiên, có tài năng võ công.

[习家太上大家老] --> [Thái thượng đại gia lão của Tập gia] <<>> [习家太上大家老] --> [Tập Gia Thái Thượng Đại Gia Lão] | * **习家太上大家老 (Tập Gia Thái Thượng Đại Gia Lão)** là nam, có thể là tiên trùng, vai trò chưa rõ ràng.

[狐仙小地灵] --> [Tiểu địa linh hồ tiên] <<>> [狐仙小地灵] --> [Hồ Tiên Tiểu Địa Linh] | * **狐仙小地灵 (Hồ Tiên Tiểu Địa Linh)** là nam, có thể là tiên trùng, vai trò chưa rõ ràng.

[有琅琊地灵] --> [Có địa linh Lang Gia] <<>> [有琅琊地灵] --> [Hữu Lang Gia Địa Linh] | * **有琅琊地灵 (Hữu Lang Nha Địa Linh)** là nam, có thể là tiên trùng, vai trò chưa rõ ràng.

[古月方想] --> [Cổ Nguyệt Phương nghĩ] <<>> [古月方想] --> [Cổ Nguyệt Phương Tưởng] | * **古月方想 (Cổ Nguyệt Phương Tưởng)** là nam, tuổi trẻ, là con trai của Cổ Nguyệt Phương Chính, có mối quan hệ với Phương Nguyên và Liên Khả Tâm.
